path,url,depth,direct_files,direct_bytes,direct_bytes_human,recursive_files,recursive_bytes,recursive_bytes_human,recursive_dirs,subdir_count,external_refs
MAME/Software List CHDs (merged)/psx/starblad,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/starblad/,4,1,403596902,384.90 MiB,1,403596902,384.90 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/starcon,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/starcon/,4,1,111358771,106.20 MiB,1,111358771,106.20 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/starfght,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/starfght/,4,1,235615027,224.70 MiB,1,235615027,224.70 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/starglad,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/starglad/,4,1,307966771,293.70 MiB,1,307966771,293.70 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/starocn2,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/starocn2/,4,2,858678886,818.90 MiB,2,858678886,818.90 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/startlin,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/startlin/,4,1,390909132,372.80 MiB,1,390909132,372.80 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/starwndr,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/starwndr/,4,1,542008934,516.90 MiB,1,542008934,516.90 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/steeldom,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/steeldom/,4,1,293810995,280.20 MiB,1,293810995,280.20 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/steelhrb,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/steelhrb/,4,1,335858892,320.30 MiB,1,335858892,320.30 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/steelrgn,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/steelrgn/,4,1,391328563,373.20 MiB,1,391328563,373.20 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/sthemepk,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/sthemepk/,4,1,350538956,334.30 MiB,1,350538956,334.30 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/stkpro2k,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/stkpro2k/,4,1,175636480,167.50 MiB,1,175636480,167.50 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/strates1,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/strates1/,4,1,520932556,496.80 MiB,1,520932556,496.80 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/strates2,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/strates2/,4,1,491362713,468.60 MiB,1,491362713,468.60 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/strates3,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/strates3/,4,1,500695040,477.50 MiB,1,500695040,477.50 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/strates4,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/strates4/,4,1,515794534,491.90 MiB,1,515794534,491.90 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/strates5,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/strates5/,4,1,517681971,493.70 MiB,1,517681971,493.70 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/strates6,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/strates6/,4,1,514850816,491.00 MiB,1,514850816,491.00 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/strates7,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/strates7/,4,1,509712793,486.10 MiB,1,509712793,486.10 MiB,1,0,0
MAME/Software List CHDs (merged)/psx/strates8,https://myrient.erista.me/files/MAME/Software%20List%20CHDs%20%28merged%29/psx/strates8/,4,1,470600908,448.80 MiB,1,470600908,448.80 MiB,1,0,0
